1683400	199400
540400	216400
510400	203600
504400	200600
565200	204700
538800	203000
525500	197600
534500	199200
524600	197900
514300	214900
557400	200600
490200	203400
512000	200200
491700	197500
508300	203600
529800	209500
508000	209900
493800	205500
502200	201200
500900	200500
561300	202100
513900	198400
491800	207200
512800	205700
515600	202000
520800	201600
567400	203000
549300	203700
508900	198400
496500	198800
547400	204500
505600	200300
487400	205200
503200	208400
549000	201600
498000	199600
505200	203300
489500	205900
519100	204000
499000	213700
554400	201900
541500	204900
491600	204300
506700	200800
493800	204900
542000	201200
487100	216100
477200	200100
476800	208000
517500	198300
536200	207700
637200	206300
513400	199900
522700	204300
546000	224900
508200	202100
502400	204600
509300	209200
500400	200100
521500	199900
555100	199700
673800	219800
487900	202200
494900	203300
515300	202400
486300	201200
512800	202700
507800	199200
491900	199700
508000	199000
526800	199200
533300	204500
499700	203100
486600	204100
504300	204200
494100	200200
544500	205100
546200	201800
484400	205000
538900	200100
564600	206100
687200	206100
513800	200400
498000	200400
519300	205400
514700	198200
525800	200400
495800	204000
503900	202400
504000	198600
543700	200400
521700	202800
497200	203800
493600	199600
505700	207600
525600	198400
583200	200300
550700	199300
512300	202100
491600	224200
759700	209900
568100	205100
513500	216800
529000	205300
555200	204800
516600	201900
525200	202900
507100	205800
507500	206000
509700	200000
542600	201500
518300	209500
557000	210900
559100	204900
529100	217400
547200	204300
697300	205700
496500	203600
480100	201100
489900	204300
519000	205700
648800	205800
498300	200300
503000	200900
482800	203600
541900	201600
556600	205100
495000	197900
523800	205600
514000	202600
540800	199600
531100	205100
498100	203100
486600	208200
492700	200900
479700	199500
477900	210900
483800	198000
492100	199900
477300	198500
540200	213400
525900	198900
480600	202500
484800	204100
492500	208400
489700	201600
499400	203000
498400	203100
487000	199900
506500	197200
543800	203200
530900	211800
511600	207700
531700	211100
468100	203300
505800	201500
488900	202100
549900	204200
483900	210600
484900	198300
545200	204600
501200	204200
524400	206100
532100	199400
505500	228700
512500	206600
485900	209700
660600	206000
608400	200400
634600	204900
523100	203000
485300	203200
516300	205200
487900	197800
499500	198300
507800	200300
501700	197900
539400	198900
517400	202200
540500	202100
531500	204300
521200	199000
495300	201300
506700	198600
493000	200700
479200	217600
502100	200200
496600	198800
489500	203600
517300	198300
614400	199900
504700	201700
560500	200700
502800	204300
495900	205600
531800	220100
548100	202100
522700	203200
510500	203400
520900	199600
609600	217800
523000	215200
503200	206800
483200	199700
495200	199800
482000	202000
490100	213900
575900	203000
518200	197700
502500	200100
533600	201200
521600	200300
468500	201600
479800	199400
496300	209300
487300	201700
491600	203400
488200	200400
491200	198800
481400	198400
537700	215400
498400	204800
533900	205900
502900	201700
512800	205400
500700	202200
501200	202500
534000	201700
479400	202500
475400	206600
693900	214400
704400	228800
542600	204900
654200	230900
875800	248300
511900	204900
508300	200400
502200	199600
485800	209000
488400	202300
508900	208000
626300	218600
481300	199000
474200	198100
503800	208200
508000	201500
505800	206900
516100	203100
487400	203900
493300	197900
518700	206700
495800	206500
512800	199600
482800	199000
503200	201700
507100	197900
498800	201100
660800	227900
534300	204100
510000	203500
677800	198800
632900	202600
518500	204000
491600	206700
496000	203300
479400	202600
491500	202000
507400	204600
517300	205100
502500	198900
543700	199000
491000	205400
510300	202300
492000	200200
526100	215900
525400	207800
505900	201300
508100	200300
528000	207700
558700	204000
534700	204200
525200	206200
500800	202600
495400	203400
498700	200600
507400	218400
500100	204100
485700	199700
518900	201900
533400	213400
555600	204200
692900	204500
514200	202300
502200	201500
504200	199500
501100	198700
500700	217400
546900	200500
496100	207300
505100	200100
594900	201200
567900	205900
537500	204500
481200	207400
514100	203200
498400	206300
484800	206900
485200	199800
513600	204400
547600	219400
558800	201000
503800	200100
521400	217400
533100	204200
518600	210600
521100	200200
499800	209300
514100	197300
522800	199800
509200	201400
537900	203700
513700	208900
484700	203500
523500	202500
514900	205000
487000	206100
499200	199900
527200	202700
514800	204400
600000	202500
513400	215300
527500	204100
507500	202500
506000	204100
501700	214700
498800	202000
498900	197100
497400	203100
508200	204300
556100	238100
553400	205200
576500	208800
593900	206700
563100	241600
522400	205700
528300	209100
527500	200900
506400	219600
492700	203200
556900	202000
506100	228000
703400	202800
518200	204000
534900	200100
504600	198800
508000	202100
504100	203700
484600	200600
522400	201800
725600	204200
532200	202500
504100	202600
509300	203700
514200	219400
475700	202100
499100	207000
505400	198200
481200	199300
480900	203600
557800	204700
544300	200900
523500	205000
498100	203500
655500	205200
529200	204900
556700	201400
561100	202800
550900	228700
562400	205600
554400	205900
533000	206500
521800	200500
533500	212200
504200	201100
523400	211400
528700	201600
551800	209100
675700	205000
536600	207500
574500	202400
561100	204800
565800	202800
555000	200500
524800	202500
562300	207200
518000	205100
519600	199600
535900	200300
530000	200400
737700	205200
537500	213500
530000	204500
564200	201500
523100	200900
683000	200400
538600	206900
529600	201300
524700	203600
546100	202900
583800	203300
516600	203100
547200	207300
517600	199100
515400	199000
492500	206300
513200	201600
492800	200000
531900	200700
648300	199700
561400	201100
604300	200200
520300	206400
515700	199600
522600	221600
541100	202400
526400	200500
569100	205900
551700	202900
546400	203600
552100	202300
527300	222900
512400	205600
503100	200200
502700	211800
527200	199200
539800	206600
483700	199600
495900	197200
499900	203200
659400	223200
673800	229100
552200	208000
769800	220900
1058500	216600
682000	231000
698000	209800
546400	202300
516200	202400
521200	201100
535400	211200
531000	197800
510500	203500
488600	201900
528000	205700
494600	204200
518200	202800
501000	201600
520000	205600
539400	204100
559900	206600
515500	206400
509100	199700
490100	200200
514400	198700
524200	202100
513900	194600
512200	203300
509400	199900
509800	201500
540500	204800
531100	204900
540600	200700
512300	207300
510900	205100
579500	197400
575200	217600
514500	202900
523800	205000
508100	207800
521300	203500
514200	198500
488100	199400
481800	199100
541500	208100
503200	201900
509700	211100
540500	198400
523300	203300
561200	202600
566200	197900
514200	205400
527500	201900
487900	213400
574700	200100
531100	198300
483500	214500
498900	199600
495300	198400
518900	200700
550700	201900
509000	222400
843900	204200
519100	200400
523800	201700
543000	200100
530900	203200
506200	212400
513100	202700
519300	203600
553800	202500
521200	201600
497400	207000
519500	200300
507300	204500
496300	201400
495300	199100
491100	199500
495800	204400
491900	225400
570500	216400
559900	231100
537600	208600
543400	203700
541300	203000
501600	204500
500300	200000
508500	200900
499300	202700
513400	208500
547900	202000
511300	204800
487100	200100
491800	205700
498300	215100
510200	205000
508800	199400
508900	204900
509700	199600
500000	203500
548600	204700
502900	198400
487600	203800
507700	203500
497700	204000
497200	205900
498800	214900
494400	214500
506600	201100
498800	199200
526600	199000
507500	200300
497600	214500
489000	204300
483300	201900
482200	199100
498300	201700
500500	198500
490300	204000
490800	201400
533500	205100
637000	202500
518000	200000
496600	200600
505900	200500
511200	210300
486500	209300
495600	200000
499000	203400
490400	206100
530300	218200
490000	204500
492700	204600
489600	200900
486900	215400
499400	205100
503900	202600
501200	204600
501700	202000
498000	204500
558500	199200
512400	205300
519500	203700
523600	204100
501000	198600
494300	203500
507400	203400
493600	203400
508300	203300
495700	201900
548100	204900
513600	200800
497500	220900
679100	223600
513200	200200
641900	200100
493300	206100
489500	200700
480500	204400
501000	200400
548500	216500
495600	202300
519300	202300
508700	206600
685500	211000
656400	204500
508900	203000
500700	205600
640300	202100
506300	201800
585300	203500
528700	202900
541100	205500
527600	201800
526400	199800
505700	199900
514800	200900
538800	200400
518600	204100
527200	204800
571600	199700
509500	202800
540100	205700
562700	203500
580900	208000
564700	212900
512000	204200
616700	211600
662500	211200
526200	199000
570300	201000
535800	206400
537700	204500
491200	213400
510500	202000
521700	212900
499200	203600
519900	212500
514200	215700
506600	202500
513100	205400
486900	205400
472200	199100
478600	205700
1671800	207900
528400	205100
481600	200300
486100	204700
465600	201900
478600	203500
577000	210000
544800	202600
495500	205100
518900	208900
494700	199600
515900	200300
513400	206700
521700	199800
502300	204500
501100	199300
567300	198600
498400	201000
518400	208300
504700	203000
545900	205200
531700	202200
526100	203600
505400	204000
507500	201900
507900	198400
536000	218600
508700	205000
579600	218400
520600	209100
513700	203100
503000	200900
494000	201000
497500	205800
500900	211600
504700	203500
531100	202700
513600	200600
479800	199300
493900	200500
495700	202500
494600	216200
541000	204900
514500	201100
522500	203500
493700	201300
548400	200800
520500	228600
528300	220100
494500	204300
624900	205400
515800	207800
486900	205300
550400	200700
516300	198600
516500	201700
559000	199700
497000	203500
858400	206600
514500	205400
517100	202200
485600	204000
509500	200500
515400	206900
525800	207200
518400	214100
530500	208600
529200	203300
481300	205300
485300	211300
495400	201400
502900	204000
498300	197700
501800	197900
494000	199000
477200	203000
547700	200800
517300	204600
488600	202700
482400	202600
495300	199100
492100	204100
504100	199500
495000	198800
481700	204700
515800	211300
537600	202400
485500	204700
513300	206600
494100	209500
553600	232800
559500	202100
541200	212000
559100	228100
564200	231400
672100	208700
561000	204600
513100	207000
511300	202800
515000	204200
504300	209800
502900	199700
489600	202100
487200	208200
521900	203200
521700	201500
545400	201300
519900	200900
513000	196000
489900	195900
528800	204400
503400	198900
509000	201600
506900	201100
504100	206200
506800	198800
533100	198200
501700	202600
498900	197900
482500	201600
496900	201300
511500	196800
487300	198700
492400	201600
509200	207600
511900	214700
736900	200800
510600	199500
571300	203300
534400	199400
497900	199900
503500	205600
693200	201200
505500	207600
652800	204000
503800	202600
561000	210200
529300	197900
495000	199900
492600	217800
490800	226500
510600	202700
499100	205700
498700	205400
488500	205600
490600	206800
